,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,X_res,Y_res,ppi,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
495,Lenovo,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5,8,180GB SSD,Intel HD,Windows 10,1.3,97712,1366,768,125.37,1,0,0,180,0,0
496,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,2.17,79921,1920,1080,141.21,0,0,0,256,0,0
497,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7,8,1TB SSD,Intel HD,Windows 10,1.48,155504,1920,1080,157.35,0,0,0,1,0,0
498,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,1.4,84376,1920,1080,165.63,1,0,0,256,0,0
499,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,80997,1920,1080,141.21,1,0,0,256,0,0
500,Asus,Netbook,11.6,1366x768,Other Intel Processor,4,64GB Flash Storage,Intel HD,Windows 10,1.2,30229,1366,768,135.09,0,0,0,0,0,64
501,HP,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,1.91,55034,1366,768,100.45,0,0,0,256,0,0
503,Lenovo,Notebook,14.0,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,26584,1366,768,111.94,0,0,500,0,0,0
504,Lenovo,Netbook,11.6,1366x768,Other Intel Processor,4,16GB SSD,Intel HD,Chrome OS,1.25,23561,1366,768,135.09,0,0,0,16,0,0
505,Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.44,84376,1920,1080,165.63,0,0,0,256,0,0
506,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Intel HD,Windows 10,2.0,108826,1920,1080,141.21,0,0,1,256,0,0
507,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,54502,1920,1080,141.21,1,0,1,0,0,0
508,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.34,117628,1920,1080,165.63,1,0,0,512,0,0
509,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,102158,1920,1080,141.21,1,0,1,256,0,0
510,Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.29,79930,1920,1080,165.63,1,1,0,128,0,0
511,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,56813,1920,1080,141.21,0,0,500,0,0,0
512,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.18,74329,1920,1080,141.21,0,0,1,0,0,0
513,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.2,108403,1920,1080,141.21,0,0,2,256,0,0
515,Asus,Netbook,11.6,1366x768,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.1,21783,1366,768,135.09,0,0,0,0,0,32
516,HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5,4,1TB HDD,Intel UHD,Windows 10,2.04,46364,1366,768,100.45,0,1,1,0,0,0
517,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7,24,512GB SSD,Nvidia GeForce,Windows 10,2.24,263885,1920,1080,141.21,0,0,0,512,0,0
518,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,79041,1920,1080,141.21,0,0,0,256,0,0
519,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.0,133721,1920,1080,127.34,0,0,1,256,0,0
520,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.2,124385,1920,1080,141.21,1,0,1,256,0,0
521,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.32,124385,1920,1080,165.63,1,0,0,256,0,0
522,Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.64,113781,1920,1080,157.35,0,0,0,256,0,0
523,HP,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.63,61259,1366,768,100.45,0,0,0,128,0,0
524,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Linux,2.8,79041,1920,1080,127.34,1,0,1,128,0,0
525,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,2.02,119139,1920,1080,157.35,0,0,0,256,0,0
526,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,71039,1920,1080,141.21,0,0,1,0,0,0
527,Lenovo,Notebook,15.6,1366x768,Intel Core i3,8,2TB HDD,Nvidia GeForce,No OS,2.2,40810,1366,768,100.45,0,0,2,0,0,0
528,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,2.3,52012,1920,1080,141.21,0,0,500,0,0,0
529,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,122429,1920,1080,141.21,0,0,0,256,0,0
530,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,267865,1920,1080,127.34,1,0,1,128,0,0
531,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.0,76463,1920,1080,141.21,1,0,500,0,0,0
532,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.0,115494,3840,2160,282.42,1,0,1,256,0,0
534,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.3,146613,1920,1080,141.21,1,0,1,128,0,0
535,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.93,121718,1920,1080,141.21,0,0,0,256,0,0
536,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.2,70898,1920,1080,141.21,0,0,0,256,0,0
537,HP,Notebook,15.6,Full HD 1920x1080,Other Intel Processor,4,256GB SSD,Intel HD,Windows 10,1.86,35474,1920,1080,141.21,0,0,0,256,0,0
538,HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7,12,1TB HDD,Nvidia GeForce,Windows 10,2.62,159949,1920,1080,127.34,0,0,1,0,0,0
539,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.87,76374,1920,1080,157.35,1,0,0,256,0,0
540,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,1.2,124385,3200,1800,276.05,0,1,0,256,0,0
541,Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.6,65426,1920,1080,157.35,0,0,0,128,0,0
542,HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.34,101802,3200,1800,276.05,1,0,0,256,0,0
543,Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,Linux,2.4,70950,1920,1080,141.21,0,0,1,0,0,0
544,Asus,Notebook,15.6,1366x768,AMD E-Seies,4,500GB HDD,AMD Radeon,Windows 10,2.0,31030,1366,768,100.45,0,0,500,0,0,0
545,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,62726,1920,1080,141.21,0,0,0,128,0,0
546,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.87,69794,1920,1080,157.35,0,0,500,0,0,0
547,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,1TB HDD,Intel HD,No OS,2.15,41108,1920,1080,141.21,0,0,1,0,0,0
548,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.86,35297,1920,1080,141.21,0,0,500,0,0,0
549,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.99,153725,1920,1080,141.21,1,0,0,512,0,0
550,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.2,44366,1920,1080,141.21,0,0,0,128,0,0
551,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,99312,1920,1080,141.21,0,0,0,256,0,0
552,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,239968,1920,1080,127.34,1,0,1,256,0,0
553,HP,Notebook,17.3,1600x900,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.65,48380,1600,900,106.11,0,0,1,0,0,0
554,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.63,113805,1920,1080,127.34,0,0,1,0,0,0
555,Asus,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.0,19916,1366,768,100.45,0,0,500,0,0,0
557,Lenovo,Notebook,17.3,1600x900,Intel Core i7,6,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.8,84376,1600,900,106.11,0,0,1,128,0,0
558,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A-Series,6,128GB SSD,AMD Radeon,Windows 10,1.91,50581,1920,1080,141.21,1,0,0,128,0,0
559,Dell,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.18,54937,1366,768,100.45,0,0,1,0,0,0
560,Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.25,31030,1920,1080,189.91,1,1,0,0,0,32
561,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.05,56013,1920,1080,141.21,0,0,0,128,0,0
562,HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Other Intel Processor,16,512GB SSD,Intel HD,Windows 10,1.16,174708,3200,1800,276.05,1,1,0,512,0,0
563,Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,3.4,266641,1920,1080,127.34,1,0,0,256,0,0
564,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,74595,1920,1080,141.21,0,0,1,128,0,0
565,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5,8,128GB SSD,Intel UHD,Windows 10,1.21,142167,3840,2160,331.26,1,1,0,128,0,0
566,Dell,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.93,85265,1366,768,100.45,0,0,500,0,0,0
568,Lenovo,Notebook,15.6,Full HD 1920x1080,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,30585,1920,1080,141.21,0,0,500,0,0,0
569,Lenovo,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.02,88021,1366,768,111.94,0,0,500,0,0,0
570,HP,Workstation,17.3,1600x900,Intel Core i5,8,500GB HDD,Nvidia Quadro,Windows 10,3.14,165461,1600,900,106.11,0,0,500,0,0,0
571,HP,Notebook,14.0,1366x768,Other Intel Processor,8,2TB HDD,Intel HD,Windows 10,1.94,34586,1366,768,111.94,0,0,2,0,0,0
572,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,1.95,57703,1920,1080,141.21,1,0,0,256,0,0
573,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,73795,1920,1080,141.21,0,0,0,256,0,0
574,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.05,60903,1920,1080,141.21,0,0,500,0,0,0
576,Toshiba,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.24,165817,1920,1080,157.35,0,1,0,512,0,0
577,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.6,236767,1920,1080,127.34,1,0,1,256,0,0
578,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.14,242635,1920,1080,127.34,0,0,1,512,0,0
579,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Linux,2.2,66594,1920,1080,141.21,0,0,0,256,0,0
581,Dell,Notebook,15.6,1366x768,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,1.9,89668,1366,768,100.45,0,0,500,0,0,0
582,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.49,63926,1920,1080,165.63,0,0,0,128,0,0
583,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,1.93,136689,1920,1080,141.21,0,0,0,256,0,0
584,Dell,Netbook,11.6,1366x768,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.26,26228,1366,768,135.09,0,0,0,0,0,16
585,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.5,208850,1920,1080,127.34,0,0,1,128,0,0
586,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,133187,1920,1080,127.34,1,0,1,256,0,0
587,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.4,148746,1920,1080,157.35,1,0,0,256,0,0
588,Lenovo,Notebook,15.6,Touchscreen 1366x768,Intel Core i7,12,1TB HDD,Intel HD,Windows 10,2.2,54146,1366,768,100.45,0,1,1,0,0,0
589,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,157371,1920,1080,127.34,1,0,1,128,0,0
590,Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.2,65704,1366,768,100.45,0,1,1,0,0,0
591,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A-Series,12,512GB SSD,AMD Radeon,Windows 10,2.2,84376,1920,1080,141.21,0,0,0,512,0,0
592,Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.39,53613,1366,768,135.09,0,1,0,128,0,0
594,Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3,4,500GB HDD,Intel HD,No OS,2.8,47033,1920,1080,127.34,0,0,500,0,0,0
595,Lenovo,Notebook,15.6,1366x768,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.29,40810,1366,768,100.45,0,0,1,0,0,0
596,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.37,180043,1920,1080,165.63,1,1,0,512,0,0
597,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,131053,1920,1080,157.35,1,0,0,256,0,0
598,Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.34,148480,1920,1080,176.23,0,1,0,256,0,0
599,Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,2.06,156748,1920,1080,141.21,0,1,0,256,0,0
600,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,108381,1920,1080,141.21,0,0,0,256,0,0
601,HP,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.1,59435,1366,768,100.45,0,0,500,0,0,0
602,Acer,Notebook,14.0,Full HD 1920x1080,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.6,29251,1920,1080,157.35,0,0,0,0,0,32
603,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.14,195513,1920,1080,127.34,0,0,1,128,0,0
604,Dell,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.18,41343,1366,768,100.45,0,0,1,0,0,0
605,MSI,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7,16,256GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,1.8,204404,3840,2160,282.42,0,0,2,256,0,0
606,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.2,124385,1920,1080,141.21,1,0,0,256,0,0
607,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,6,1TB HDD,Intel HD,Windows 10,2.4,50145,1920,1080,141.21,0,0,1,0,0,0
608,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.0,115494,1920,1080,141.21,1,1,0,256,0,0
609,Acer,Notebook,14.0,1366x768,Other Intel Processor,4,128GB Flash Storage,Intel HD,Windows 10,1.6,31030,1366,768,111.94,0,0,0,0,0,128
610,Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Other Intel Processor,32,1TB SSD,Nvidia Quadro,Windows 10,2.5,435570,3840,2160,282.42,1,0,0,1,0,0
611,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,1TB HDD,Nvidia GeForce,Windows 10,2.59,78153,1920,1080,141.21,0,0,1,0,0,0
612,Dell,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD,Linux,2.18,39467,1366,768,100.45,0,0,1,0,0,0
613,Dell,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD,Linux,2.25,31919,1366,768,100.45,0,0,1,0,0,0
614,Dell,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Linux,1.93,77263,1366,768,100.45,0,0,500,0,0,0
615,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.0,103847,1920,1080,127.34,0,0,1,128,0,0
616,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,128GB SSD,AMD Radeon,Linux,2.18,50590,1920,1080,141.21,0,0,0,128,0,0
617,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.84,123496,1920,1080,141.21,0,0,0,512,0,0
618,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.94,201635,1920,1080,141.21,0,0,1,256,0,0
619,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,33697,1366,768,135.09,1,1,0,0,0,32
620,HP,Notebook,14.0,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.31,99935,1366,768,111.94,0,0,0,256,0,0
621,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.65,130253,1920,1080,157.35,0,0,0,256,0,0
622,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,1TB HDD,AMD Radeon,Windows 10,2.2,68994,1920,1080,141.21,0,0,1,0,0,0
624,HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,1.88,82864,1366,768,100.45,0,0,500,0,0,0
625,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,79930,1920,1080,141.21,0,0,1,0,0,0
627,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,128GB SSD,Intel HD,No OS,2.2,41610,1920,1080,141.21,0,0,0,128,0,0
628,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5,6,1TB HDD,Intel HD,Windows 10,1.5,56814,1920,1080,165.63,0,1,1,0,0,0
629,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.0,161816,1920,1080,141.21,0,0,0,256,0,0
630,Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.1,168929,1920,1080,157.35,0,0,0,512,0,0
631,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.62,131498,1920,1080,141.21,0,0,1,256,0,0
632,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,256GB SSD,Intel UHD,Windows 10,1.8,73706,1920,1080,141.21,0,0,0,256,0,0
633,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,51479,1920,1080,141.21,0,0,1,0,0,0
634,Asus,Notebook,15.6,1366x768,Other Intel Processor,8,1TB HDD,Intel HD,Windows 10,2.0,35475,1366,768,100.45,0,0,1,0,0,0
635,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,1.99,80608,1920,1080,141.21,0,0,1,0,0,0
636,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.23,166173,3200,1800,276.05,0,1,0,256,0,0
637,Lenovo,Notebook,14.0,1366x768,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.42,22139,1366,768,111.94,0,0,0,0,0,32
638,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.37,156252,1920,1080,165.63,1,1,0,256,0,0
639,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7,16,1TB SSD,Nvidia GeForce,Windows 10,2.06,213295,3840,2160,282.42,0,1,0,1,0,0
640,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,98601,1920,1080,141.21,1,0,1,128,0,0
642,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.14,217830,1920,1080,157.35,1,0,0,512,0,0
643,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.5,103936,1920,1080,141.21,1,0,1,0,0,0
644,Acer,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.4,40010,1366,768,100.45,0,0,500,0,0,0
645,Lenovo,Notebook,14.0,1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.43,24361,1366,768,111.94,0,0,0,0,0,32
646,Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel Graphics,Windows 10,1.8,81708,1920,1080,157.35,1,0,0,256,0,0
648,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,107848,1920,1080,165.63,0,0,0,256,0,0
649,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,140833,1920,1080,176.23,1,0,0,256,0,0
650,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,32,512GB SSD,Nvidia GeForce,Windows 10,3.8,248859,1920,1080,127.34,1,0,0,512,0,0
651,Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,Linux,2.4,63037,1920,1080,141.21,0,0,1,0,0,0
652,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.2,128911,1920,1080,165.63,0,0,0,256,0,0
653,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,105963,1920,1080,141.21,0,0,1,128,0,0
654,HP,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,No OS,1.86,32443,1366,768,100.45,0,0,500,0,0,0
655,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.0,94600,1920,1080,141.21,1,0,500,0,0,0
656,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,2.2,81708,1920,1080,141.21,0,0,0,256,0,0
657,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.2,100913,1920,1080,141.21,0,0,2,256,0,0
658,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.31,106336,1920,1080,141.21,1,0,1,128,0,0
659,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,279833,3840,2160,254.67,1,0,1,512,0,0
660,Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.56,109270,1920,1080,157.35,0,0,0,256,0,0
661,Lenovo,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,37253,1366,768,100.45,0,0,500,0,0,0
